,Unnamed: 0.1,Unnamed: 0,service_date,route_id,direction,half_trip_id,stop_id,time_point_id,time_point_order,point_type,standard_type,scheduled,actual,scheduled_headway,headway,earliness,delta
87566,94391,3453874,2020-05-24,39,Inbound,47717422.0,1317,brghm,5.0,Midpoint,Headway,1900-01-01 17:03:00,1900-01-01 16:59:22,720.0,616.0,,218.0
88520,95421,3454904,2020-05-24,39,Outbound,47713821.0,41391,nuniv,3.0,Midpoint,Headway,1900-01-02 00:32:00,1900-01-02 00:29:16,840.0,546.0,,164.0
88566,95476,3500375,2020-05-25,39,Inbound,47723475.0,11390,bdal,8.0,Midpoint,Headway,1900-01-01 06:35:00,1900-01-01 06:33:09,900.0,1082.0,,111.0
89520,96483,3501382,2020-05-25,39,Outbound,47723563.0,1160,shunt,7.0,Midpoint,Headway,1900-01-01 11:57:00,1900-01-01 11:52:27,720.0,,,273.0
89566,96537,3501436,2020-05-25,39,Outbound,47723578.0,23391,bbsta,1.0,Startpoint,Headway,1900-01-01 13:10:00,1900-01-01 13:09:50,720.0,561.0,,10.0
90520,97553,3558991,2020-05-26,39,Inbound,47732266.0,6574,heath,4.0,Midpoint,Headway,1900-01-01 16:01:00,1900-01-01 15:56:00,600.0,481.0,,300.0
90566,97599,3559037,2020-05-26,39,Inbound,47732351.0,1317,brghm,5.0,Midpoint,Headway,1900-01-01 16:46:00,1900-01-01 16:37:50,600.0,390.0,,490.0
91520,98611,3560049,2020-05-26,39,Outbound,47732296.0,11388,hunbv,2.0,Midpoint,Headway,1900-01-01 19:10:00,1900-01-01 19:14:16,720.0,,,256.0
91566,98657,3560095,2020-05-26,39,Outbound,47732318.0,31365,heath,6.0,Midpoint,Headway,1900-01-01 20:22:00,1900-01-01 20:15:54,720.0,452.0,,366.0
92520,99681,3627368,2020-05-27,39,Inbound,47741612.0,1317,brghm,5.0,Midpoint,Headway,1900-01-01 20:54:00,1900-01-01 20:52:58,720.0,814.0,,62.0
92566,99727,3627414,2020-05-27,39,Inbound,47735886.0,1128,jpctr,2.0,Midpoint,Headway,1900-01-01 21:57:00,1900-01-01 22:05:51,900.0,1294.0,,531.0
93520,100724,3694644,2020-05-28,39,Inbound,47750789.0,175,copst,9.0,Midpoint,Schedule,1900-01-01 05:26:00,1900-01-01 05:18:42,,,,438.0
93566,100770,3694690,2020-05-28,39,Inbound,47750814.0,1128,jpctr,2.0,Midpoint,Headway,1900-01-01 06:34:00,1900-01-01 06:34:06,900.0,942.0,,6.0
94520,101763,3695683,2020-05-28,39,Outbound,47750824.0,41391,nuniv,3.0,Midpoint,Headway,1900-01-01 07:26:00,1900-01-01 07:28:24,900.0,1156.0,,144.0
94566,101809,3695729,2020-05-28,39,Outbound,47750826.0,1939,jpctr,8.0,Midpoint,Headway,1900-01-01 08:41:00,1900-01-01 08:46:45,900.0,1200.0,,345.0
95520,102810,3762997,2020-05-29,39,Inbound,47760117.0,175,copst,9.0,Midpoint,Headway,1900-01-01 10:35:00,1900-01-01 10:21:42,720.0,242.0,,798.0
95566,102856,3763043,2020-05-29,39,Inbound,47760099.0,1317,brghm,5.0,Midpoint,Headway,1900-01-01 11:32:00,1900-01-01 11:30:16,780.0,786.0,,104.0
96520,103875,3764062,2020-05-29,39,Outbound,47760150.0,23391,bbsta,1.0,Startpoint,Headway,1900-01-01 13:31:00,1900-01-01 13:32:30,600.0,640.0,,90.0
96566,103922,3764109,2020-05-29,39,Outbound,47760219.0,1939,jpctr,8.0,Midpoint,Headway,1900-01-01 14:23:00,1900-01-01 14:17:44,600.0,534.0,,316.0
97520,104915,3830418,2020-05-30,39,Inbound,47769470.0,11390,bdal,8.0,Midpoint,Headway,1900-01-01 15:08:00,1900-01-01 14:58:33,600.0,626.0,,567.0
97566,104961,3830464,2020-05-30,39,Inbound,47769416.0,10642,fhill,1.0,Startpoint,Headway,1900-01-01 15:56:00,1900-01-01 15:55:39,600.0,576.0,,21.0
98520,105965,3831468,2020-05-30,39,Outbound,47769431.0,91391,hlong,4.0,Midpoint,Headway,1900-01-01 18:20:00,1900-01-01 18:17:45,660.0,488.0,,135.0
98566,106013,3831516,2020-05-30,39,Outbound,47769403.0,91391,hlong,4.0,Midpoint,Headway,1900-01-01 19:28:00,1900-01-01 19:25:10,1440.0,1202.0,,170.0
99520,107020,3887902,2020-05-31,39,Outbound,47775931.0,11388,hunbv,2.0,Midpoint,Headway,1900-01-01 07:21:00,1900-01-01 07:20:56,900.0,1005.0,,4.0
99566,107069,3887951,2020-05-31,39,Outbound,47775942.0,1363,brghm,5.0,Midpoint,Headway,1900-01-01 08:46:00,1900-01-01 08:47:42,1020.0,,,102.0
100520,108184,3945249,2020-06-01,39,Inbound,47784792.0,11131,shunt,3.0,Midpoint,Headway,1900-01-01 15:37:00,1900-01-01 15:32:57,600.0,597.0,,243.0
100566,108234,3945299,2020-06-01,39,Inbound,47784778.0,11131,shunt,3.0,Midpoint,Headway,1900-01-01 16:27:00,1900-01-01 16:24:06,600.0,497.0,,174.0
101520,109285,3946350,2020-06-01,39,Outbound,47784741.0,41391,nuniv,3.0,Midpoint,Headway,1900-01-01 19:36:00,1900-01-01 19:35:10,720.0,802.0,,50.0
101566,109331,3946396,2020-06-01,39,Outbound,47784717.0,10642,fhill,9.0,Endpoint,Headway,1900-01-01 20:47:00,1900-01-01 20:40:16,720.0,760.0,,404.0
102520,110335,4013667,2020-06-02,39,Inbound,47794043.0,11390,bdal,8.0,Midpoint,Headway,1900-01-01 20:54:00,1900-01-01 20:55:44,540.0,797.0,,104.0
102566,110382,4013714,2020-06-02,39,Inbound,47788320.0,11131,shunt,3.0,Midpoint,Headway,1900-01-01 22:01:00,1900-01-01 22:08:02,900.0,1256.0,,422.0
103520,111437,4080955,2020-06-03,39,Inbound,47803243.0,11390,bdal,8.0,Midpoint,Headway,1900-01-01 06:54:00,1900-01-01 06:55:37,900.0,1083.0,,97.0
103566,111491,4081009,2020-06-03,39,Inbound,47803263.0,1317,brghm,5.0,Midpoint,Headway,1900-01-01 08:12:00,1900-01-01 08:14:44,780.0,,,164.0
104520,112491,4082009,2020-06-03,39,Outbound,47803228.0,41391,nuniv,3.0,Midpoint,Headway,1900-01-01 09:22:00,1900-01-01 09:20:42,780.0,869.0,,78.0
104566,112538,4082056,2020-06-03,39,Outbound,47803343.0,91391,hlong,4.0,Midpoint,Headway,1900-01-01 10:23:00,1900-01-01 10:30:56,660.0,1095.0,,476.0
105520,113545,4149189,2020-06-04,39,Inbound,47812543.0,10642,fhill,1.0,Startpoint,Headway,1900-01-01 12:15:00,1900-01-01 12:16:16,600.0,,,76.0
105566,113591,4149235,2020-06-04,39,Inbound,47812555.0,81317,nuniv,7.0,Midpoint,Headway,1900-01-01 13:01:00,1900-01-01 12:57:42,600.0,788.0,,198.0
106520,114573,4150217,2020-06-04,39,Outbound,47812641.0,1363,brghm,5.0,Midpoint,Headway,1900-01-01 14:16:00,1900-01-01 14:19:43,600.0,958.0,,223.0
106566,114619,4150263,2020-06-04,39,Outbound,47812654.0,10642,fhill,9.0,Endpoint,Headway,1900-01-01 15:07:00,1900-01-01 15:01:54,600.0,922.0,,306.0
107520,115631,4217542,2020-06-05,39,Inbound,47821861.0,31317,hlong,6.0,Midpoint,Headway,1900-01-01 16:09:00,1900-01-01 16:03:00,600.0,372.0,,360.0
107566,115677,4217588,2020-06-05,39,Inbound,47821939.0,23391,bbsta,10.0,Endpoint,Headway,1900-01-01 16:56:00,1900-01-01 16:45:22,600.0,467.0,,638.0
108520,116672,4218583,2020-06-05,39,Outbound,47821885.0,11388,hunbv,2.0,Midpoint,Headway,1900-01-01 18:58:00,1900-01-01 18:55:01,660.0,544.0,,179.0
108566,116720,4218631,2020-06-05,39,Outbound,47821913.0,11388,hunbv,2.0,Midpoint,Headway,1900-01-01 20:10:00,1900-01-01 20:10:27,720.0,,,27.0
109520,117700,4285049,2020-06-06,39,Inbound,47831192.0,10642,fhill,1.0,Startpoint,Headway,1900-01-01 20:17:00,1900-01-01 19:53:08,720.0,289.0,,1432.0
109566,117756,4285105,2020-06-06,39,Inbound,47825431.0,23391,bbsta,10.0,Endpoint,Headway,1900-01-01 21:26:00,1900-01-01 21:24:01,900.0,1280.0,,119.0
110520,118762,4341441,2020-06-07,39,Inbound,47837674.0,10642,fhill,1.0,Startpoint,Headway,1900-01-01 06:15:00,1900-01-01 06:15:28,900.0,988.0,,28.0
110566,118808,4341487,2020-06-07,39,Inbound,47837669.0,175,copst,9.0,Midpoint,Headway,1900-01-01 07:23:00,1900-01-01 07:22:05,900.0,812.0,,55.0
111520,119851,4342530,2020-06-07,39,Outbound,47837777.0,31365,heath,6.0,Midpoint,Headway,1900-01-01 13:31:00,1900-01-01 13:25:37,720.0,577.0,,323.0
111566,119899,4342578,2020-06-07,39,Outbound,47837723.0,1160,shunt,7.0,Midpoint,Headway,1900-01-01 14:42:00,1900-01-01 14:42:09,900.0,1343.0,,9.0
112520,120876,4400139,2020-06-08,39,Inbound,47846468.0,23391,bbsta,10.0,Endpoint,Headway,1900-01-01 16:26:00,1900-01-01 16:24:06,600.0,885.0,,114.0
112566,120922,4400185,2020-06-08,39,Inbound,47846494.0,11390,bdal,8.0,Midpoint,Headway,1900-01-01 17:21:00,1900-01-01 17:06:22,1200.0,1366.0,,878.0
113520,121921,4401184,2020-06-08,39,Outbound,47846508.0,1160,shunt,7.0,Midpoint,Headway,1900-01-01 19:51:00,1900-01-01 19:50:11,720.0,848.0,,49.0
113566,121972,4401235,2020-06-08,39,Outbound,47846516.0,23391,bbsta,1.0,Startpoint,Headway,1900-01-01 21:03:00,1900-01-01 21:01:53,720.0,641.0,,67.0
114520,123005,4468471,2020-06-09,39,Inbound,47850087.0,10642,fhill,1.0,Startpoint,Headway,1900-01-01 21:54:00,1900-01-01 21:59:38,900.0,1143.0,,338.0
114566,123051,4468517,2020-06-09,39,Inbound,47850081.0,11131,shunt,3.0,Midpoint,Headway,1900-01-01 22:58:00,1900-01-01 22:58:26,900.0,1033.0,,26.0
115520,124118,4535776,2020-06-10,39,Inbound,47865019.0,175,copst,9.0,Midpoint,Headway,1900-01-01 08:11:00,1900-01-01 08:20:46,900.0,1509.0,,586.0
115566,124173,4535831,2020-06-10,39,Inbound,47865021.0,81317,nuniv,7.0,Midpoint,Headway,1900-01-01 09:15:00,1900-01-01 09:13:49,720.0,809.0,,71.0
116520,125221,4536879,2020-06-10,39,Outbound,47865026.0,1363,brghm,5.0,Midpoint,Headway,1900-01-01 11:40:00,1900-01-01 11:35:05,720.0,405.0,,295.0
116566,125276,4536934,2020-06-10,39,Outbound,47865119.0,11388,hunbv,2.0,Midpoint,Headway,1900-01-01 12:58:00,1900-01-01 12:56:30,600.0,548.0,,90.0
117520,126261,4604104,2020-06-11,39,Inbound,47874418.0,1317,brghm,5.0,Midpoint,Headway,1900-01-01 13:45:00,1900-01-01 13:39:31,600.0,598.0,,329.0
117566,126307,4604150,2020-06-11,39,Inbound,47874335.0,6574,heath,4.0,Midpoint,Headway,1900-01-01 14:30:00,1900-01-01 14:22:23,600.0,400.0,,457.0
118520,127287,4605130,2020-06-11,39,Outbound,47874347.0,1939,jpctr,8.0,Midpoint,Headway,1900-01-01 15:53:00,1900-01-01 15:37:27,600.0,708.0,,933.0
118566,127335,4605178,2020-06-11,39,Outbound,47874338.0,1363,brghm,5.0,Midpoint,Headway,1900-01-01 16:46:00,1900-01-01 16:47:21,600.0,669.0,,81.0
119520,128319,4672428,2020-06-12,39,Inbound,47883629.0,1128,jpctr,2.0,Midpoint,Headway,1900-01-01 17:10:00,1900-01-01 17:11:16,600.0,585.0,,76.0
119566,128365,4672474,2020-06-12,39,Inbound,47883647.0,1317,brghm,5.0,Midpoint,Headway,1900-01-01 17:56:00,1900-01-01 17:50:42,600.0,630.0,,318.0
120520,129384,4673493,2020-06-12,39,Outbound,47883672.0,41391,nuniv,3.0,Midpoint,Headway,1900-01-01 21:00:00,1900-01-01 20:53:15,720.0,712.0,,405.0
120566,129430,4673539,2020-06-12,39,Outbound,47877944.0,41391,nuniv,3.0,Midpoint,Headway,1900-01-01 22:09:00,1900-01-01 22:09:44,900.0,1029.0,,44.0
121520,130525,4739682,2020-06-13,39,Inbound,47887218.0,11390,bdal,8.0,Midpoint,Headway,1900-01-02 00:20:00,1900-01-02 00:16:36,840.0,898.0,,204.0
121566,130582,4739739,2020-06-13,39,Outbound,47892809.0,11388,hunbv,2.0,Midpoint,Headway,1900-01-01 06:38:00,1900-01-01 06:38:05,900.0,826.0,,5.0
122520,131649,4795713,2020-06-14,39,Inbound,47899448.0,81317,nuniv,7.0,Midpoint,Headway,1900-01-01 11:24:00,1900-01-01 11:22:53,720.0,809.0,,67.0
122566,131695,4795759,2020-06-14,39,Inbound,47899453.0,31317,hlong,6.0,Midpoint,Headway,1900-01-01 12:21:00,1900-01-01 12:19:14,720.0,919.0,,106.0
123520,132717,4796781,2020-06-14,39,Outbound,47899419.0,1939,jpctr,8.0,Midpoint,Headway,1900-01-01 18:29:00,1900-01-01 18:22:49,900.0,892.0,,371.0
123566,132764,4796828,2020-06-14,39,Outbound,47899421.0,1363,brghm,5.0,Midpoint,Headway,1900-01-01 19:44:00,1900-01-01 19:42:59,900.0,985.0,,61.0
124520,133773,4854385,2020-06-15,39,Inbound,47908186.0,175,copst,9.0,Midpoint,Headway,1900-01-01 20:36:00,1900-01-01 20:25:01,720.0,438.0,,659.0
124566,133819,4854431,2020-06-15,39,Inbound,47902454.0,11390,bdal,8.0,Midpoint,Headway,1900-01-01 21:35:00,1900-01-01 21:30:08,840.0,708.0,,292.0
125520,134839,4921718,2020-06-16,39,Inbound,47917402.0,1128,jpctr,2.0,Midpoint,Headway,1900-01-01 05:34:00,1900-01-01 05:33:29,900.0,1000.0,,31.0
125566,134897,4921776,2020-06-16,39,Inbound,47917413.0,31317,hlong,6.0,Midpoint,Headway,1900-01-01 07:01:00,1900-01-01 07:02:20,900.0,730.0,,80.0
126520,135997,4922876,2020-06-16,39,Outbound,47917504.0,31365,heath,6.0,Midpoint,Headway,1900-01-01 10:30:00,1900-01-01 10:35:50,660.0,1209.0,,350.0
126566,136043,4922922,2020-06-16,39,Outbound,47917502.0,1939,jpctr,8.0,Midpoint,Headway,1900-01-01 11:33:00,1900-01-01 11:22:04,780.0,753.0,,656.0
127520,137066,4990192,2020-06-17,39,Inbound,47926737.0,175,copst,9.0,Midpoint,Headway,1900-01-01 13:21:00,1900-01-01 13:10:06,600.0,222.0,,654.0
127566,137112,4990238,2020-06-17,39,Inbound,47926828.0,31317,hlong,6.0,Midpoint,Headway,1900-01-01 14:07:00,1900-01-01 14:03:23,600.0,762.0,,217.0
128520,138087,4991213,2020-06-17,39,Outbound,47926740.0,31365,heath,6.0,Midpoint,Headway,1900-01-01 15:22:00,1900-01-01 15:19:12,600.0,355.0,,168.0
128566,138135,4991261,2020-06-17,39,Outbound,47926761.0,1160,shunt,7.0,Midpoint,Headway,1900-01-01 16:15:00,1900-01-01 16:11:27,600.0,833.0,,213.0
129520,139124,5058517,2020-06-18,39,Inbound,47936123.0,1317,brghm,5.0,Midpoint,Headway,1900-01-01 16:46:00,1900-01-01 16:40:02,600.0,517.0,,358.0
129566,139171,5058564,2020-06-18,39,Inbound,47936071.0,175,copst,9.0,Midpoint,Headway,1900-01-01 17:34:00,1900-01-01 17:21:34,600.0,681.0,,746.0
130520,140147,5059540,2020-06-18,39,Outbound,47936079.0,23391,bbsta,1.0,Startpoint,Headway,1900-01-01 19:27:00,1900-01-01 19:28:32,720.0,718.0,,92.0
130566,140197,5059590,2020-06-18,39,Outbound,47936055.0,1939,jpctr,8.0,Midpoint,Headway,1900-01-01 20:43:00,1900-01-01 20:35:13,720.0,693.0,,467.0
131520,141209,5126867,2020-06-19,39,Inbound,47945383.0,23391,bbsta,10.0,Endpoint,Headway,1900-01-01 20:59:00,1900-01-01 20:54:36,540.0,319.0,,264.0
131566,141255,5126913,2020-06-19,39,Inbound,47939658.0,1317,brghm,5.0,Midpoint,Headway,1900-01-01 22:07:00,1900-01-01 22:11:09,900.0,1198.0,,249.0
132520,142281,5192778,2020-06-20,39,Inbound,47954497.0,31317,hlong,6.0,Midpoint,Headway,1900-01-01 06:16:00,1900-01-01 06:14:43,900.0,902.0,,77.0
132566,142338,5192835,2020-06-20,39,Inbound,47954573.0,6574,heath,4.0,Midpoint,Headway,1900-01-01 07:41:00,1900-01-01 07:41:55,900.0,1178.0,,55.0
133520,143377,5193874,2020-06-20,39,Outbound,47954576.0,31365,heath,6.0,Midpoint,Headway,1900-01-01 09:42:00,1900-01-01 09:41:21,600.0,945.0,,39.0
133566,143423,5193920,2020-06-20,39,Outbound,47954522.0,41391,nuniv,3.0,Midpoint,Headway,1900-01-01 10:45:00,1900-01-01 10:43:00,720.0,500.0,,120.0
134520,144467,5249469,2020-06-21,39,Inbound,47961075.0,31317,hlong,6.0,Midpoint,Headway,1900-01-01 14:15:00,1900-01-01 14:09:39,780.0,622.0,,321.0
134566,144515,5249517,2020-06-21,39,Inbound,47960990.0,23391,bbsta,10.0,Endpoint,Headway,1900-01-01 15:24:00,1900-01-01 15:19:04,840.0,657.0,,296.0
135520,145605,5250607,2020-06-21,39,Outbound,47961033.0,91391,hlong,4.0,Midpoint,Headway,1900-01-02 00:08:00,1900-01-02 00:06:52,780.0,489.0,,68.0
135566,145657,5310617,2020-06-22,39,Inbound,47970155.0,11389,hunbv,8.0,Midpoint,Schedule,1900-01-01 05:22:00,1900-01-01 05:16:51,,,,309.0
136520,146672,5311632,2020-06-22,39,Outbound,47970158.0,1939,jpctr,8.0,Midpoint,Headway,1900-01-01 06:51:00,1900-01-01 06:57:47,900.0,1382.0,,407.0
136566,146718,5311678,2020-06-22,39,Outbound,47970184.0,41391,nuniv,3.0,Midpoint,Headway,1900-01-01 08:11:00,1900-01-01 08:09:10,900.0,218.0,,110.0
137520,147736,5384396,2020-06-23,39,Inbound,47980133.0,1317,brghm,5.0,Midpoint,Headway,1900-01-01 10:31:00,1900-01-01 10:31:05,720.0,870.0,,5.0
137566,147782,5384442,2020-06-23,39,Inbound,47980106.0,65741,heath,4.0,Midpoint,Headway,1900-01-01 11:28:00,1900-01-01 11:29:21,780.0,908.0,,81.0
138520,148748,5385408,2020-06-23,39,Outbound,47980249.0,11388,hunbv,2.0,Midpoint,Headway,1900-01-01 12:22:00,1900-01-01 12:22:51,780.0,628.0,,51.0
138566,148796,5385456,2020-06-23,39,Outbound,47980265.0,1939,jpctr,8.0,Midpoint,Headway,1900-01-01 13:23:00,1900-01-01 13:17:46,600.0,895.0,,314.0
139520,149788,5458391,2020-06-24,39,Inbound,47990102.0,1317,brghm,5.0,Midpoint,Headway,1900-01-01 14:05:00,1900-01-01 13:59:37,600.0,767.0,,323.0
139566,149843,5458446,2020-06-24,39,Inbound,47990124.0,175,copst,9.0,Midpoint,Headway,1900-01-01 14:59:00,1900-01-01 14:56:51,600.0,1053.0,,129.0
140520,150937,5459540,2020-06-24,39,Outbound,47990157.0,1939,jpctr,8.0,Midpoint,Headway,1900-01-01 18:39:00,1900-01-01 18:28:44,660.0,301.0,,616.0
140566,150985,5459588,2020-06-24,39,Outbound,47990170.0,10642,fhill,9.0,Endpoint,Headway,1900-01-01 19:39:00,1900-01-01 19:38:02,720.0,,,58.0
141520,152027,5532519,2020-06-25,39,Inbound,48000101.0,81317,nuniv,7.0,Midpoint,Headway,1900-01-01 20:37:00,1900-01-01 20:33:36,720.0,500.0,,204.0
141566,152094,5532586,2020-06-25,39,Inbound,48000131.0,31317,hlong,6.0,Midpoint,Headway,1900-01-01 22:07:00,1900-01-01 22:03:45,840.0,760.0,,195.0
142520,153232,5605636,2020-06-26,39,Inbound,48009960.0,65741,heath,4.0,Midpoint,Headway,1900-01-01 08:43:00,1900-01-01 08:43:20,780.0,396.0,,20.0
142566,153278,5605682,2020-06-26,39,Inbound,48009959.0,11131,shunt,3.0,Midpoint,Headway,1900-01-01 09:37:00,1900-01-01 09:36:34,720.0,653.0,,26.0
143520,154294,5606698,2020-06-26,39,Outbound,48010118.0,31365,heath,6.0,Midpoint,Headway,1900-01-01 11:22:00,1900-01-01 11:17:53,780.0,807.0,,247.0
143566,154340,5606744,2020-06-26,39,Outbound,48010117.0,10642,fhill,9.0,Endpoint,Headway,1900-01-01 12:25:00,1900-01-01 12:17:56,720.0,319.0,,424.0
144520,155444,5674155,2020-06-27,39,Inbound,48019159.0,65741,heath,4.0,Midpoint,Headway,1900-01-01 15:11:00,1900-01-01 15:07:01,600.0,610.0,,239.0
144566,155498,5674209,2020-06-27,39,Inbound,48019086.0,10642,fhill,1.0,Startpoint,Headway,1900-01-01 16:06:00,1900-01-01 16:05:31,600.0,495.0,,29.0
145520,156592,5675303,2020-06-27,39,Outbound,48019039.0,10642,fhill,9.0,Endpoint,Headway,1900-01-01 21:35:00,1900-01-01 21:24:14,720.0,399.0,,646.0
145566,156646,5675357,2020-06-27,39,Outbound,48019168.0,31365,heath,6.0,Midpoint,Headway,1900-01-01 23:26:00,1900-01-01 23:28:54,1680.0,1656.0,,174.0
146520,157646,5730259,2020-06-28,39,Outbound,48025729.0,11388,hunbv,2.0,Midpoint,Headway,1900-01-01 12:17:00,1900-01-01 12:14:55,720.0,761.0,,125.0
146566,157695,5730308,2020-06-28,39,Outbound,48025719.0,23391,bbsta,1.0,Startpoint,Headway,1900-01-01 13:22:00,1900-01-01 13:31:13,720.0,,,553.0
147520,158743,5791828,2020-06-29,39,Inbound,48035095.0,31317,hlong,6.0,Midpoint,Headway,1900-01-01 17:09:00,1900-01-01 17:04:05,600.0,715.0,,295.0
147566,158801,5791886,2020-06-29,39,Inbound,48035088.0,11131,shunt,3.0,Midpoint,Headway,1900-01-01 18:07:00,1900-01-01 18:04:31,600.0,,,149.0
148520,159877,5792962,2020-06-29,39,Outbound,48035151.0,1939,jpctr,8.0,Midpoint,Headway,1900-01-01 22:25:00,1900-01-01 22:23:00,840.0,1195.0,,120.0
148566,159923,5793008,2020-06-29,39,Outbound,48035153.0,10642,fhill,9.0,Endpoint,Headway,1900-01-01 23:35:00,1900-01-01 23:34:53,600.0,907.0,,7.0
149520,160929,5865966,2020-06-30,39,Inbound,48045107.0,11389,hunbv,8.0,Midpoint,Headway,1900-01-01 23:35:00,1900-01-01 23:30:12,840.0,920.0,,288.0
149566,160976,5866013,2020-06-30,39,Inbound,48045109.0,81317,nuniv,7.0,Midpoint,Headway,1900-01-02 00:44:00,1900-01-02 00:41:34,900.0,895.0,,146.0
150137,161589,5866626,2020-06-30,39,Outbound,48045047.0,31365,heath,6.0,Midpoint,Headway,1900-01-01 19:01:00,1900-01-01 19:00:11,660.0,943.0,,49.0
520,524,22234,2020-01-01,39,Inbound,46206177.0,175,copst,9.0,Midpoint,Headway,1900-01-01 17:33:00,1900-01-01 17:30:32,840.0,764.0,,148.0
566,570,22280,2020-01-01,39,Inbound,46206179.0,6574,heath,4.0,Midpoint,Headway,1900-01-01 18:39:00,1900-01-01 18:40:19,900.0,967.0,,79.0
1520,1538,23248,2020-01-01,39,Outbound,46202664.0,1160,shunt,7.0,Midpoint,Headway,1900-01-02 00:41:00,1900-01-02 00:37:44,840.0,628.0,,196.0
1566,1587,95233,2020-01-02,39,Inbound,46219172.0,11131,shunt,3.0,Midpoint,Headway,1900-01-01 05:37:00,1900-01-01 05:37:12,600.0,631.0,,12.0
2520,2579,96225,2020-01-02,39,Inbound,46209773.0,1128,jpctr,2.0,Midpoint,Headway,1900-01-01 22:49:00,1900-01-01 22:48:18,660.0,563.0,,42.0
2566,2626,96272,2020-01-02,39,Inbound,46211065.0,1317,brghm,5.0,Midpoint,Headway,1900-01-01 23:41:00,1900-01-01 23:39:38,660.0,596.0,,82.0
3520,3623,97269,2020-01-02,39,Outbound,46211074.0,31365,heath,6.0,Midpoint,Headway,1900-01-01 23:31:00,1900-01-01 23:35:02,660.0,838.0,,242.0
3566,3669,97315,2020-01-02,39,Outbound,46211076.0,11388,hunbv,2.0,Midpoint,Headway,1900-01-02 00:28:00,1900-01-02 00:28:44,780.0,888.0,,44.0
4520,4670,194463,2020-01-03,39,Inbound,46225115.0,11131,shunt,3.0,Midpoint,Headway,1900-01-01 20:47:00,1900-01-01 20:47:24,720.0,718.0,,24.0
4566,4716,194509,2020-01-03,39,Inbound,46225128.0,10642,fhill,1.0,Startpoint,Headway,1900-01-01 21:46:00,1900-01-01 21:48:01,840.0,878.0,,121.0
5520,5715,195508,2020-01-03,39,Outbound,46225127.0,91391,hlong,4.0,Midpoint,Headway,1900-01-01 21:17:00,1900-01-01 21:15:55,840.0,626.0,,65.0
5566,5762,195555,2020-01-03,39,Outbound,46225129.0,23391,bbsta,1.0,Startpoint,Headway,1900-01-01 22:28:00,1900-01-01 22:29:11,840.0,798.0,,71.0
6520,6748,276554,2020-01-04,39,Inbound,46243124.0,81317,nuniv,7.0,Midpoint,Headway,1900-01-01 20:46:00,1900-01-01 20:43:56,540.0,571.0,,124.0
6566,6794,276600,2020-01-04,39,Inbound,46237363.0,1317,brghm,5.0,Midpoint,Headway,1900-01-01 21:52:00,1900-01-01 21:56:09,840.0,892.0,,249.0
7520,7788,332489,2020-01-05,39,Inbound,46249498.0,11131,shunt,3.0,Midpoint,Schedule,1900-01-01 05:51:00,1900-01-01 05:49:03,,,129.0,117.0
7566,7835,332536,2020-01-05,39,Inbound,46249500.0,11390,bdal,8.0,Midpoint,Headway,1900-01-01 07:05:00,1900-01-01 07:06:28,900.0,815.0,,88.0
8520,8802,333503,2020-01-05,39,Outbound,46249613.0,11388,hunbv,2.0,Midpoint,Headway,1900-01-01 11:29:00,1900-01-01 11:32:13,720.0,1108.0,,193.0
8566,8855,333556,2020-01-05,39,Outbound,46249509.0,31365,heath,6.0,Midpoint,Headway,1900-01-01 12:43:00,1900-01-01 12:45:21,780.0,975.0,,141.0
9520,9836,406310,2020-01-06,39,Inbound,46262613.0,10642,fhill,1.0,Startpoint,Headway,1900-01-01 13:54:00,1900-01-01 13:55:22,540.0,,,82.0
9566,9893,406367,2020-01-06,39,Inbound,46262531.0,10642,fhill,1.0,Startpoint,Headway,1900-01-01 14:54:00,1900-01-01 14:54:02,600.0,494.0,,2.0
10520,10925,407399,2020-01-06,39,Outbound,46262596.0,11388,hunbv,2.0,Midpoint,Headway,1900-01-01 14:45:00,1900-01-01 14:46:20,780.0,776.0,,80.0
10566,10979,407453,2020-01-06,39,Outbound,46262443.0,1160,shunt,7.0,Midpoint,Headway,1900-01-01 15:42:00,1900-01-01 15:35:38,420.0,,,382.0
11520,12018,504127,2020-01-07,39,Inbound,46276583.0,11390,bdal,8.0,Midpoint,Headway,1900-01-01 14:28:00,1900-01-01 14:19:58,540.0,17.0,,482.0
11566,12074,504183,2020-01-07,39,Inbound,46276554.0,10642,fhill,1.0,Startpoint,Headway,1900-01-01 15:24:00,1900-01-01 15:24:53,600.0,663.0,,53.0
12520,13113,505222,2020-01-07,39,Outbound,46276514.0,91391,hlong,4.0,Midpoint,Headway,1900-01-01 16:00:00,1900-01-01 15:59:01,420.0,619.0,,59.0
12566,13161,505270,2020-01-07,39,Outbound,46276555.0,31365,heath,6.0,Midpoint,Headway,1900-01-01 16:50:00,1900-01-01 16:45:41,600.0,8.0,,259.0
13520,14170,601876,2020-01-08,39,Inbound,46290449.0,11390,bdal,8.0,Midpoint,Headway,1900-01-01 15:08:00,1900-01-01 15:03:26,600.0,446.0,,274.0
13566,14217,601923,2020-01-08,39,Inbound,46290561.0,11131,shunt,3.0,Midpoint,Headway,1900-01-01 15:55:00,1900-01-01 16:14:57,600.0,451.0,,1197.0
