,Unnamed: 0.1,Unnamed: 0,service_date,route_id,direction,half_trip_id,stop_id,time_point_id,time_point_order,point_type,standard_type,scheduled,actual,scheduled_headway,headway,earliness,delta
10566,11427,414916,2020-04-07,39,Inbound,47299264.0,81317,nuniv,7.0,Midpoint,Headway,1900-01-02 00:14:00,1900-01-02 00:12:19,840.0,666.0,,101.0
11520,12488,480980,2020-04-08,39,Inbound,47314061.0,81317,nuniv,7.0,Midpoint,Headway,1900-01-01 10:49:00,1900-01-01 10:44:45,1440.0,1474.0,,255.0
11566,12545,481037,2020-04-08,39,Inbound,47314127.0,31317,hlong,6.0,Midpoint,Headway,1900-01-01 12:27:00,1900-01-01 12:35:55,600.0,1700.0,,535.0
12520,13537,482029,2020-04-08,39,Outbound,47314092.0,10642,fhill,9.0,Endpoint,Headway,1900-01-01 16:27:00,1900-01-01 16:16:15,600.0,829.0,,645.0
12566,13586,482078,2020-04-08,39,Outbound,47314138.0,1939,jpctr,8.0,Midpoint,Headway,1900-01-01 17:33:00,1900-01-01 17:25:22,600.0,253.0,,458.0
13520,14663,547699,2020-04-09,39,Inbound,47317536.0,31317,hlong,6.0,Midpoint,Headway,1900-01-01 21:12:00,1900-01-01 21:09:23,900.0,,,157.0
13566,14709,547745,2020-04-09,39,Inbound,47317594.0,1317,brghm,5.0,Midpoint,Headway,1900-01-01 22:21:00,1900-01-01 22:17:52,840.0,836.0,,188.0
14520,15818,613946,2020-04-10,39,Inbound,47332261.0,11390,bdal,8.0,Midpoint,Headway,1900-01-01 09:00:00,1900-01-01 08:52:37,780.0,1081.0,,443.0
14566,15927,614055,2020-04-10,39,Inbound,47332294.0,11390,bdal,8.0,Midpoint,Headway,1900-01-01 11:08:00,1900-01-01 11:07:41,720.0,,,19.0
15520,17071,615199,2020-04-10,39,Outbound,47332339.0,31365,heath,6.0,Midpoint,Headway,1900-01-01 16:12:00,1900-01-01 16:07:40,600.0,340.0,,260.0
15566,17119,615247,2020-04-10,39,Outbound,47332327.0,1160,shunt,7.0,Midpoint,Headway,1900-01-01 17:05:00,1900-01-01 17:02:09,600.0,831.0,,171.0
16520,18200,679437,2020-04-11,39,Inbound,47335830.0,11131,shunt,3.0,Midpoint,Headway,1900-01-01 22:43:00,1900-01-01 22:54:32,780.0,1427.0,,692.0
16566,18247,679484,2020-04-11,39,Inbound,47335808.0,81317,nuniv,7.0,Midpoint,Headway,1900-01-01 23:46:00,1900-01-01 23:49:01,780.0,849.0,,181.0
17520,19381,732645,2020-04-12,39,Inbound,47347476.0,10642,fhill,1.0,Startpoint,Headway,1900-01-01 16:24:00,1900-01-01 16:25:01,720.0,578.0,,61.0
17566,19438,732702,2020-04-12,39,Inbound,47347472.0,81317,nuniv,7.0,Midpoint,Headway,1900-01-01 17:51:00,1900-01-01 17:49:10,840.0,1066.0,,110.0
18520,20627,788550,2020-04-13,39,Inbound,47355968.0,11131,shunt,3.0,Midpoint,Headway,1900-01-01 14:16:00,1900-01-01 14:14:30,600.0,745.0,,90.0
18566,20673,788596,2020-04-13,39,Inbound,47356059.0,10642,fhill,1.0,Startpoint,Headway,1900-01-01 15:16:00,1900-01-01 15:16:54,600.0,618.0,,54.0
19520,21658,789581,2020-04-13,39,Outbound,47356009.0,31365,heath,6.0,Midpoint,Headway,1900-01-01 18:17:00,1900-01-01 18:16:52,660.0,589.0,,8.0
19566,21705,789628,2020-04-13,39,Outbound,47356000.0,1160,shunt,7.0,Midpoint,Headway,1900-01-01 19:27:00,1900-01-01 19:23:17,720.0,946.0,,223.0
20520,22732,856158,2020-04-14,39,Inbound,47359485.0,175,copst,9.0,Midpoint,Headway,1900-01-01 21:24:00,1900-01-01 21:17:38,900.0,1120.0,,382.0
20566,22778,856204,2020-04-14,39,Inbound,47359517.0,11131,shunt,3.0,Midpoint,Headway,1900-01-01 22:30:00,1900-01-01 22:29:00,900.0,822.0,,60.0
21520,23784,923183,2020-04-15,39,Inbound,47374398.0,1128,jpctr,2.0,Midpoint,Headway,1900-01-01 07:04:00,1900-01-01 07:03:25,900.0,880.0,,35.0
21566,23830,923229,2020-04-15,39,Inbound,47374430.0,175,copst,9.0,Midpoint,Headway,1900-01-01 08:11:00,1900-01-01 08:09:42,900.0,964.0,,78.0
22520,24807,924206,2020-04-15,39,Outbound,47374401.0,91391,hlong,4.0,Midpoint,Headway,1900-01-01 08:59:00,1900-01-01 08:56:24,900.0,727.0,,156.0
22566,24855,924254,2020-04-15,39,Outbound,47374435.0,11388,hunbv,2.0,Midpoint,Headway,1900-01-01 10:07:00,1900-01-01 10:07:40,720.0,775.0,,40.0
23520,25835,991108,2020-04-16,39,Inbound,47383665.0,1317,brghm,5.0,Midpoint,Headway,1900-01-01 11:32:00,1900-01-01 11:31:12,780.0,814.0,,48.0
23566,25888,991161,2020-04-16,39,Inbound,47383696.0,31317,hlong,6.0,Midpoint,Headway,1900-01-01 12:37:00,1900-01-01 12:34:12,600.0,,,168.0
24520,26880,992153,2020-04-16,39,Outbound,47383711.0,91391,hlong,4.0,Midpoint,Headway,1900-01-01 15:04:00,1900-01-01 15:05:42,600.0,807.0,,102.0
24566,26929,992202,2020-04-16,39,Outbound,47383739.0,41391,nuniv,3.0,Midpoint,Headway,1900-01-01 16:00:00,1900-01-01 15:55:50,600.0,392.0,,250.0
25520,27932,1059241,2020-04-17,39,Inbound,47393007.0,81317,nuniv,7.0,Midpoint,Headway,1900-01-01 17:23:00,1900-01-01 17:16:52,600.0,705.0,,368.0
25566,27978,1059287,2020-04-17,39,Inbound,47392988.0,31317,hlong,6.0,Midpoint,Headway,1900-01-01 18:09:00,1900-01-01 18:10:17,600.0,1190.0,,77.0
26520,29014,1060323,2020-04-17,39,Outbound,47393028.0,1939,jpctr,8.0,Midpoint,Headway,1900-01-01 21:43:00,1900-01-01 21:34:01,720.0,676.0,,539.0
26566,29061,1060370,2020-04-17,39,Outbound,47387311.0,1939,jpctr,8.0,Midpoint,Headway,1900-01-01 22:57:00,1900-01-01 22:46:48,900.0,832.0,,612.0
27520,30237,1126401,2020-04-18,39,Outbound,47402121.0,10642,fhill,9.0,Endpoint,Headway,1900-01-01 09:18:00,1900-01-01 09:09:04,1140.0,763.0,,536.0
27566,30302,1126466,2020-04-18,39,Outbound,47402174.0,31365,heath,6.0,Midpoint,Headway,1900-01-01 10:43:00,1900-01-01 10:44:13,780.0,,,73.0
28520,31427,1182533,2020-04-19,39,Inbound,47408774.0,1317,brghm,5.0,Midpoint,Headway,1900-01-01 16:51:00,1900-01-01 16:49:25,720.0,775.0,,95.0
28566,31491,1182597,2020-04-19,39,Inbound,47408778.0,1128,jpctr,2.0,Midpoint,Headway,1900-01-01 18:17:00,1900-01-01 18:18:47,900.0,908.0,,107.0
29520,32515,1239446,2020-04-20,39,Inbound,47417364.0,6574,heath,4.0,Midpoint,Headway,1900-01-01 05:41:00,1900-01-01 05:38:27,900.0,946.0,,153.0
29566,32561,1239492,2020-04-20,39,Inbound,47417366.0,81317,nuniv,7.0,Midpoint,Headway,1900-01-01 06:49:00,1900-01-01 06:48:43,900.0,1153.0,,17.0
30520,33532,1240463,2020-04-20,39,Outbound,47417359.0,1363,brghm,5.0,Midpoint,Headway,1900-01-01 06:59:00,1900-01-01 06:59:35,900.0,907.0,,35.0
30566,33579,1240510,2020-04-20,39,Outbound,47417369.0,31365,heath,6.0,Midpoint,Headway,1900-01-01 08:20:00,1900-01-01 08:21:32,900.0,1112.0,,92.0
31520,34589,1307778,2020-04-21,39,Inbound,47426680.0,1128,jpctr,2.0,Midpoint,Headway,1900-01-01 10:30:00,1900-01-01 10:29:53,720.0,826.0,,7.0
31566,34635,1307824,2020-04-21,39,Inbound,47426685.0,81317,nuniv,7.0,Midpoint,Headway,1900-01-01 11:25:00,1900-01-01 11:20:45,720.0,909.0,,255.0
32520,35673,1308862,2020-04-21,39,Outbound,47426787.0,10642,fhill,9.0,Endpoint,Headway,1900-01-01 13:47:00,1900-01-01 13:33:00,600.0,195.0,,840.0
32566,35722,1308911,2020-04-21,39,Outbound,47426769.0,31365,heath,6.0,Midpoint,Headway,1900-01-01 14:42:00,1900-01-01 14:35:55,600.0,556.0,,365.0
33520,36786,1376130,2020-04-22,39,Inbound,47436067.0,11131,shunt,3.0,Midpoint,Headway,1900-01-01 16:37:00,1900-01-01 16:32:35,600.0,563.0,,265.0
33566,36834,1376178,2020-04-22,39,Inbound,47435977.0,1317,brghm,5.0,Midpoint,Headway,1900-01-01 17:26:00,1900-01-01 17:18:04,600.0,55.0,,476.0
34520,37848,1377192,2020-04-22,39,Outbound,47436029.0,1160,shunt,7.0,Midpoint,Headway,1900-01-01 20:13:00,1900-01-01 20:09:40,1320.0,1590.0,,200.0
34566,37895,1377239,2020-04-22,39,Outbound,47436036.0,23391,bbsta,1.0,Startpoint,Headway,1900-01-01 21:15:00,1900-01-01 21:15:19,720.0,645.0,,19.0
35520,38863,1444350,2020-04-23,39,Inbound,47445312.0,81317,nuniv,7.0,Midpoint,Headway,1900-01-01 20:37:00,1900-01-01 20:31:11,720.0,665.0,,349.0
35566,38911,1444398,2020-04-23,39,Inbound,47439579.0,31317,hlong,6.0,Midpoint,Headway,1900-01-01 21:41:00,1900-01-01 21:40:58,900.0,1055.0,,2.0
36520,39889,1445376,2020-04-23,39,Outbound,47439590.0,1160,shunt,7.0,Midpoint,Headway,1900-01-02 00:48:00,1900-01-02 00:46:37,780.0,959.0,,83.0
36566,39937,1511654,2020-04-24,39,Inbound,47454521.0,81317,nuniv,7.0,Midpoint,Headway,1900-01-01 05:49:00,1900-01-01 05:48:42,900.0,1217.0,,18.0
37520,40974,1512691,2020-04-24,39,Outbound,47454503.0,91391,hlong,4.0,Midpoint,Headway,1900-01-01 07:44:00,1900-01-01 07:41:48,900.0,683.0,,132.0
37566,41020,1512737,2020-04-24,39,Outbound,47454520.0,23391,bbsta,1.0,Startpoint,Headway,1900-01-01 09:00:00,1900-01-01 09:00:26,720.0,713.0,,26.0
38520,42068,1578953,2020-04-25,39,Inbound,47463815.0,175,copst,9.0,Midpoint,Headway,1900-01-01 11:48:00,1900-01-01 11:36:21,780.0,717.0,,699.0
38566,42114,1578999,2020-04-25,39,Inbound,47463911.0,81317,nuniv,7.0,Midpoint,Headway,1900-01-01 12:41:00,1900-01-01 12:32:09,600.0,691.0,,531.0
39520,43125,1580010,2020-04-25,39,Outbound,47463832.0,23391,bbsta,1.0,Startpoint,Headway,1900-01-01 15:01:00,1900-01-01 15:01:55,600.0,558.0,,55.0
39566,43172,1580057,2020-04-25,39,Outbound,47463876.0,1939,jpctr,8.0,Midpoint,Headway,1900-01-01 15:53:00,1900-01-01 15:48:42,600.0,712.0,,258.0
40520,44202,1636360,2020-04-26,39,Inbound,47466908.0,6574,heath,4.0,Midpoint,Headway,1900-01-01 21:54:00,1900-01-01 21:53:40,900.0,862.0,,20.0
40566,44248,1636406,2020-04-26,39,Inbound,47466888.0,1128,jpctr,2.0,Midpoint,Headway,1900-01-01 23:04:00,1900-01-01 23:04:15,900.0,849.0,,15.0
41520,45362,1693622,2020-04-27,39,Inbound,47479169.0,6574,heath,4.0,Midpoint,Headway,1900-01-01 12:40:00,1900-01-01 12:32:43,600.0,569.0,,437.0
41566,45418,1693678,2020-04-27,39,Inbound,47479189.0,11131,shunt,3.0,Midpoint,Headway,1900-01-01 13:36:00,1900-01-01 13:30:36,600.0,605.0,,324.0
42520,46543,1694803,2020-04-27,39,Outbound,47479130.0,91391,hlong,4.0,Midpoint,Headway,1900-01-01 17:36:00,1900-01-01 17:34:45,660.0,863.0,,75.0
42566,46598,1694858,2020-04-27,39,Outbound,47479158.0,91391,hlong,4.0,Midpoint,Headway,1900-01-01 18:42:00,1900-01-01 18:42:05,660.0,811.0,,5.0
43520,47623,1762137,2020-04-28,39,Inbound,47488421.0,11131,shunt,3.0,Midpoint,Headway,1900-01-01 19:37:00,1900-01-01 19:35:51,660.0,713.0,,69.0
43566,47680,1762194,2020-04-28,39,Inbound,47488458.0,1128,jpctr,2.0,Midpoint,Headway,1900-01-01 20:44:00,1900-01-01 20:45:07,720.0,790.0,,67.0
44520,48711,1763225,2020-04-28,39,Outbound,47482733.0,1939,jpctr,8.0,Midpoint,Headway,1900-01-02 01:06:00,1900-01-02 01:01:30,900.0,961.0,,270.0
44566,48769,1829486,2020-04-29,39,Inbound,47497627.0,81317,nuniv,7.0,Midpoint,Headway,1900-01-01 06:19:00,1900-01-01 06:12:58,900.0,,,362.0
45520,49868,1830585,2020-04-29,39,Outbound,47497655.0,1939,jpctr,8.0,Midpoint,Headway,1900-01-01 09:50:00,1900-01-01 09:43:05,600.0,596.0,,415.0
45566,49926,1830643,2020-04-29,39,Outbound,47497637.0,10642,fhill,9.0,Endpoint,Headway,1900-01-01 11:09:00,1900-01-01 11:01:02,840.0,562.0,,478.0
46520,50975,1897957,2020-04-30,39,Inbound,47507054.0,81317,nuniv,7.0,Midpoint,Headway,1900-01-01 13:31:00,1900-01-01 13:22:24,600.0,588.0,,516.0
46566,51025,1898007,2020-04-30,39,Inbound,47507076.0,175,copst,9.0,Midpoint,Headway,1900-01-01 14:21:00,1900-01-01 14:08:29,600.0,286.0,,751.0
47520,52064,1899046,2020-04-30,39,Outbound,47506997.0,11388,hunbv,2.0,Midpoint,Headway,1900-01-01 16:48:00,1900-01-01 16:51:02,600.0,993.0,,182.0
47566,52113,1899095,2020-04-30,39,Outbound,47507023.0,23391,bbsta,1.0,Startpoint,Headway,1900-01-01 17:45:00,1900-01-01 17:47:16,660.0,727.0,,136.0
48520,53122,1966367,2020-05-01,39,Inbound,47516309.0,1317,brghm,5.0,Midpoint,Headway,1900-01-01 18:27:00,1900-01-01 18:19:42,660.0,655.0,,438.0
48566,53168,1966413,2020-05-01,39,Inbound,47516326.0,23391,bbsta,10.0,Endpoint,Headway,1900-01-01 19:16:00,1900-01-01 19:07:56,720.0,553.0,,484.0
49520,54170,1967415,2020-05-01,39,Outbound,47510610.0,23391,bbsta,1.0,Startpoint,Headway,1900-01-01 22:29:00,1900-01-01 22:28:53,900.0,740.0,,7.0
49566,54216,1967461,2020-05-01,39,Outbound,47510598.0,10642,fhill,9.0,Endpoint,Headway,1900-01-01 23:36:00,1900-01-01 23:30:38,540.0,868.0,,322.0
50520,55185,2033605,2020-05-02,39,Inbound,47519872.0,175,copst,9.0,Midpoint,Headway,1900-01-01 23:29:00,1900-01-01 23:29:46,840.0,1233.0,,46.0
50566,55232,2033652,2020-05-02,39,Inbound,47519874.0,11390,bdal,8.0,Midpoint,Headway,1900-01-02 00:35:00,1900-01-02 00:33:14,900.0,813.0,,106.0
51520,56234,2089620,2020-05-03,39,Inbound,47532020.0,175,copst,9.0,Midpoint,Headway,1900-01-01 09:39:00,1900-01-01 09:31:17,780.0,660.0,,463.0
51566,56285,2089671,2020-05-03,39,Inbound,47532100.0,31317,hlong,6.0,Midpoint,Headway,1900-01-01 10:44:00,1900-01-01 10:39:33,720.0,732.0,,267.0
52520,57410,2090796,2020-05-03,39,Outbound,47532093.0,11388,hunbv,2.0,Midpoint,Headway,1900-01-01 20:07:00,1900-01-01 20:04:46,900.0,716.0,,134.0
52566,57465,2090851,2020-05-03,39,Outbound,47532095.0,1939,jpctr,8.0,Midpoint,Headway,1900-01-01 21:37:00,1900-01-01 21:35:00,900.0,,,120.0
53520,58452,2147826,2020-05-04,39,Inbound,47535031.0,175,copst,9.0,Midpoint,Headway,1900-01-01 21:38:00,1900-01-01 21:31:01,840.0,950.0,,419.0
53566,58512,2147886,2020-05-04,39,Inbound,47535041.0,175,copst,9.0,Midpoint,Headway,1900-01-01 23:00:00,1900-01-01 22:55:45,780.0,616.0,,255.0
54520,59572,2215213,2020-05-05,39,Inbound,47549996.0,81317,nuniv,7.0,Midpoint,Headway,1900-01-01 08:04:00,1900-01-01 08:01:05,900.0,,,175.0
54566,59626,2215267,2020-05-05,39,Inbound,47550007.0,1128,jpctr,2.0,Midpoint,Headway,1900-01-01 09:08:00,1900-01-01 09:06:54,720.0,691.0,,66.0
55520,60635,2216276,2020-05-05,39,Outbound,47549972.0,23391,bbsta,1.0,Startpoint,Headway,1900-01-01 10:36:00,1900-01-01 10:37:46,720.0,319.0,,106.0
55566,60682,2216323,2020-05-05,39,Outbound,47550087.0,11388,hunbv,2.0,Midpoint,Headway,1900-01-01 11:43:00,1900-01-01 11:41:16,720.0,875.0,,104.0
56520,61723,2283624,2020-05-06,39,Inbound,47559394.0,11131,shunt,3.0,Midpoint,Headway,1900-01-01 13:46:00,1900-01-01 13:48:27,600.0,1089.0,,147.0
56566,61770,2283671,2020-05-06,39,Inbound,47559414.0,23391,bbsta,10.0,Endpoint,Headway,1900-01-01 14:33:00,1900-01-01 14:25:17,600.0,695.0,,463.0
57520,62795,2284696,2020-05-06,39,Outbound,47559325.0,1363,brghm,5.0,Midpoint,Headway,1900-01-01 16:46:00,1900-01-01 16:44:57,600.0,602.0,,63.0
57566,62842,2284743,2020-05-06,39,Outbound,47559352.0,11388,hunbv,2.0,Midpoint,Headway,1900-01-01 17:41:00,1900-01-01 17:38:43,660.0,418.0,,137.0
58520,63875,2352029,2020-05-07,39,Inbound,47568656.0,1317,brghm,5.0,Midpoint,Headway,1900-01-01 18:46:00,1900-01-01 18:41:03,540.0,600.0,,297.0
58566,63926,2352080,2020-05-07,39,Inbound,47568672.0,11390,bdal,8.0,Midpoint,Headway,1900-01-01 19:46:00,1900-01-01 19:39:19,660.0,550.0,,401.0
59520,64955,2353109,2020-05-07,39,Outbound,47562947.0,91391,hlong,4.0,Midpoint,Headway,1900-01-01 23:47:00,1900-01-01 23:44:37,780.0,485.0,,143.0
59566,65003,2353157,2020-05-07,39,Outbound,47562949.0,31365,heath,6.0,Midpoint,Headway,1900-01-02 01:01:00,1900-01-02 00:59:10,900.0,809.0,,110.0
60520,66030,2420444,2020-05-08,39,Outbound,47577883.0,23391,bbsta,1.0,Startpoint,Headway,1900-01-01 06:18:00,1900-01-01 06:17:50,900.0,798.0,,10.0
60566,66076,2420490,2020-05-08,39,Outbound,47577885.0,1160,shunt,7.0,Midpoint,Headway,1900-01-01 07:38:00,1900-01-01 07:33:50,900.0,237.0,,250.0
61520,67089,2487002,2020-05-09,39,Inbound,47587252.0,10642,fhill,1.0,Startpoint,Headway,1900-01-01 10:02:00,1900-01-01 10:10:41,720.0,1245.0,,521.0
61566,67135,2487048,2020-05-09,39,Inbound,47587292.0,31317,hlong,6.0,Midpoint,Headway,1900-01-01 10:57:00,1900-01-01 10:50:18,720.0,456.0,,402.0
62520,68106,2488019,2020-05-09,39,Outbound,47587255.0,31365,heath,6.0,Midpoint,Headway,1900-01-01 12:36:00,1900-01-01 12:30:54,780.0,684.0,,306.0
62566,68152,2488065,2020-05-09,39,Outbound,47587183.0,31365,heath,6.0,Midpoint,Headway,1900-01-01 13:32:00,1900-01-01 13:26:00,600.0,607.0,,360.0
63520,69119,2544036,2020-05-10,39,Inbound,47593828.0,11390,bdal,8.0,Midpoint,Headway,1900-01-01 15:50:00,1900-01-01 15:43:40,840.0,717.0,,380.0
63566,69165,2544082,2020-05-10,39,Inbound,47593825.0,23391,bbsta,10.0,Endpoint,Headway,1900-01-01 16:45:00,1900-01-01 16:37:44,720.0,746.0,,436.0
64520,70138,2545055,2020-05-10,39,Outbound,47590320.0,1939,jpctr,8.0,Midpoint,Headway,1900-01-02 01:14:00,1900-01-02 01:29:08,900.0,1875.0,,908.0
64566,70184,2600951,2020-05-11,39,Inbound,47602380.0,1317,brghm,5.0,Midpoint,Headway,1900-01-01 06:14:00,1900-01-01 06:11:04,900.0,671.0,,176.0
65520,71187,2601954,2020-05-11,39,Outbound,47602404.0,91391,hlong,4.0,Midpoint,Headway,1900-01-01 07:14:00,1900-01-01 07:16:15,1020.0,903.0,,135.0
65566,71235,2602002,2020-05-11,39,Outbound,47602415.0,31365,heath,6.0,Midpoint,Headway,1900-01-01 08:35:00,1900-01-01 08:35:55,900.0,895.0,,55.0
66520,72242,2669275,2020-05-12,39,Inbound,47611797.0,81317,nuniv,7.0,Midpoint,Headway,1900-01-01 10:37:00,1900-01-01 10:34:55,720.0,938.0,,125.0
66566,72290,2669323,2020-05-12,39,Inbound,47611729.0,175,copst,9.0,Midpoint,Headway,1900-01-01 11:35:00,1900-01-01 11:27:13,720.0,755.0,,467.0
67520,73272,2670305,2020-05-12,39,Outbound,47611806.0,10642,fhill,9.0,Endpoint,Headway,1900-01-01 12:51:00,1900-01-01 12:40:04,780.0,666.0,,656.0
67566,73321,2670354,2020-05-12,39,Outbound,47611746.0,11388,hunbv,2.0,Midpoint,Headway,1900-01-01 13:48:00,1900-01-01 13:46:56,600.0,,,64.0
68520,74331,2737609,2020-05-13,39,Inbound,47621104.0,1317,brghm,5.0,Midpoint,Headway,1900-01-01 14:55:00,1900-01-01 14:49:29,600.0,497.0,,331.0
68566,74378,2737656,2020-05-13,39,Inbound,47621131.0,81317,nuniv,7.0,Midpoint,Headway,1900-01-01 15:43:00,1900-01-01 15:36:19,660.0,623.0,,401.0
69520,75360,2738638,2020-05-13,39,Outbound,47621116.0,91391,hlong,4.0,Midpoint,Headway,1900-01-01 17:14:00,1900-01-01 17:11:15,600.0,613.0,,165.0
69566,75407,2738685,2020-05-13,39,Outbound,47621065.0,10642,fhill,9.0,Endpoint,Headway,1900-01-01 18:10:00,1900-01-01 18:06:14,660.0,1089.0,,226.0
70520,76386,2805931,2020-05-14,39,Inbound,47630357.0,11131,shunt,3.0,Midpoint,Headway,1900-01-01 18:18:00,1900-01-01 18:13:30,660.0,581.0,,270.0
70566,76436,2805981,2020-05-14,39,Inbound,47630374.0,11390,bdal,8.0,Midpoint,Headway,1900-01-01 19:11:00,1900-01-01 19:03:18,720.0,723.0,,462.0
71520,77427,2806972,2020-05-14,39,Outbound,47624636.0,31365,heath,6.0,Midpoint,Headway,1900-01-01 22:04:00,1900-01-01 22:00:55,900.0,814.0,,185.0
71566,77473,2807018,2020-05-14,39,Outbound,47624646.0,11388,hunbv,2.0,Midpoint,Headway,1900-01-01 23:15:00,1900-01-01 23:14:38,780.0,838.0,,22.0
72520,78451,2874263,2020-05-15,39,Inbound,47633942.0,10642,fhill,1.0,Startpoint,Headway,1900-01-01 22:37:00,1900-01-01 22:37:22,840.0,828.0,,22.0
72566,78497,2874309,2020-05-15,39,Inbound,47633936.0,6574,heath,4.0,Midpoint,Headway,1900-01-01 23:40:00,1900-01-01 23:39:14,780.0,560.0,,46.0
73520,79481,2940807,2020-05-16,39,Inbound,47648941.0,175,copst,9.0,Midpoint,Headway,1900-01-01 06:56:00,1900-01-01 06:54:25,900.0,1057.0,,95.0
73566,79528,2940854,2020-05-16,39,Inbound,47648961.0,81317,nuniv,7.0,Midpoint,Headway,1900-01-01 08:04:00,1900-01-01 07:59:33,900.0,718.0,,267.0
74520,80524,2941850,2020-05-16,39,Outbound,47648964.0,91391,hlong,4.0,Midpoint,Headway,1900-01-01 09:45:00,1900-01-01 09:44:45,600.0,648.0,,15.0
74566,80570,2941896,2020-05-16,39,Outbound,47648892.0,91391,hlong,4.0,Midpoint,Headway,1900-01-01 10:48:00,1900-01-01 10:45:51,720.0,698.0,,129.0
75520,81567,2998263,2020-05-17,39,Inbound,47655568.0,6574,heath,4.0,Midpoint,Headway,1900-01-01 13:55:00,1900-01-01 13:53:48,780.0,851.0,,72.0
75566,81614,2998310,2020-05-17,39,Inbound,47655504.0,23391,bbsta,10.0,Endpoint,Headway,1900-01-01 15:01:00,1900-01-01 14:49:52,840.0,919.0,,668.0
76520,82588,2999284,2020-05-17,39,Outbound,47655543.0,1363,brghm,5.0,Midpoint,Headway,1900-01-01 20:29:00,1900-01-01 20:32:24,900.0,1373.0,,204.0
76566,82634,2999330,2020-05-17,39,Outbound,47655540.0,10642,fhill,9.0,Endpoint,Headway,1900-01-01 21:43:00,1900-01-01 21:35:11,900.0,436.0,,469.0
77520,83686,3056966,2020-05-18,39,Inbound,47658585.0,6574,heath,4.0,Midpoint,Headway,1900-01-01 23:14:00,1900-01-01 23:13:59,840.0,770.0,,1.0
77566,83732,3057012,2020-05-18,39,Inbound,47658587.0,10642,fhill,1.0,Startpoint,Headway,1900-01-02 00:15:00,1900-01-02 00:15:24,900.0,848.0,,24.0
78520,84806,3124348,2020-05-19,39,Inbound,47673530.0,11131,shunt,3.0,Midpoint,Headway,1900-01-01 09:25:00,1900-01-01 09:21:23,720.0,680.0,,217.0
78566,84854,3124396,2020-05-19,39,Inbound,47673521.0,31317,hlong,6.0,Midpoint,Headway,1900-01-01 10:21:00,1900-01-01 10:15:49,720.0,536.0,,311.0
79520,85854,3125396,2020-05-19,39,Outbound,47673617.0,91391,hlong,4.0,Midpoint,Headway,1900-01-01 11:49:00,1900-01-01 11:47:37,720.0,823.0,,83.0
79566,85907,3125449,2020-05-19,39,Outbound,47673626.0,91391,hlong,4.0,Midpoint,Headway,1900-01-01 13:04:00,1900-01-01 13:07:14,600.0,,,194.0
80520,86880,3192673,2020-05-20,39,Inbound,47682917.0,11390,bdal,8.0,Midpoint,Headway,1900-01-01 13:38:00,1900-01-01 13:28:33,600.0,978.0,,567.0
80566,86927,3192720,2020-05-20,39,Inbound,47682857.0,10642,fhill,1.0,Startpoint,Headway,1900-01-01 14:25:00,1900-01-01 14:25:36,600.0,538.0,,36.0
81520,87896,3193689,2020-05-20,39,Outbound,47682858.0,1160,shunt,7.0,Midpoint,Headway,1900-01-01 15:35:00,1900-01-01 15:43:20,600.0,1321.0,,500.0
81566,87943,3193736,2020-05-20,39,Outbound,47682872.0,10642,fhill,9.0,Endpoint,Headway,1900-01-01 16:27:00,1900-01-01 16:13:37,600.0,121.0,,803.0
82520,89006,3261066,2020-05-21,39,Inbound,47692172.0,1128,jpctr,2.0,Midpoint,Headway,1900-01-01 18:11:00,1900-01-01 18:10:27,660.0,535.0,,33.0
82566,89060,3261120,2020-05-21,39,Inbound,47692193.0,1317,brghm,5.0,Midpoint,Headway,1900-01-01 19:10:00,1900-01-01 19:04:09,720.0,328.0,,351.0
83520,90142,3262202,2020-05-21,39,Outbound,47686455.0,31365,heath,6.0,Midpoint,Headway,1900-01-02 00:19:00,1900-01-02 00:15:46,780.0,594.0,,194.0
83566,90191,3328516,2020-05-22,39,Inbound,47701379.0,11390,bdal,8.0,Midpoint,Schedule,1900-01-01 05:24:00,1900-01-01 05:15:04,,,,536.0
84520,91178,3329503,2020-05-22,39,Outbound,47701380.0,1160,shunt,7.0,Midpoint,Schedule,1900-01-01 05:49:00,1900-01-01 05:49:32,,,,32.0
84566,91224,3329549,2020-05-22,39,Outbound,47701397.0,1939,jpctr,8.0,Midpoint,Headway,1900-01-01 07:09:00,1900-01-01 07:08:16,1080.0,966.0,,44.0
85520,92228,3396137,2020-05-23,39,Inbound,47710843.0,1317,brghm,5.0,Midpoint,Headway,1900-01-01 09:33:00,1900-01-01 09:29:16,720.0,809.0,,224.0
85566,92274,3396183,2020-05-23,39,Inbound,47710875.0,10642,fhill,1.0,Startpoint,Headway,1900-01-01 10:26:00,1900-01-01 10:25:58,720.0,660.0,,2.0
86520,93244,3397153,2020-05-23,39,Outbound,47710830.0,1363,brghm,5.0,Midpoint,Headway,1900-01-01 11:16:00,1900-01-01 11:15:14,780.0,761.0,,46.0
86566,93290,3397199,2020-05-23,39,Outbound,47710785.0,1939,jpctr,8.0,Midpoint,Headway,1900-01-01 12:21:00,1900-01-01 12:13:35,720.0,845.0,,445.0
87520,94343,3453826,2020-05-24,39,Inbound,47717345.0,1128,jpctr,2.0,Midpoint,Headway,1900-01-01 16:04:00,1900-01-01 16:02:50,780.0,668.0,,70.0
